Kepler ID,KOI Name,Kepler Name,Kepler Disposition,NExScI Disposition,RA (J2000),Dec (J2000),Time of Transit Epoch,Period,Transit Depth,Duration,Ingress Duration,Impact Parameter,Inclination,Semi-major Axis,Eccentricity,Long of Periastron,r/R,a/R,Planet Radius,Teq,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Age,Provenance,Quarters,Transit Number,KOI count,Binary Discrimination,Transit Model,Transit Model SNR,Transit Model DOF,Transit Model chisq,Last vet Update,DV Report,DV Summary,Transit Flag,Secondary Flag,Offset Flag,Contamination Flag,Disposition Score
1995519,K02634.01,Kepler-1299 b,CANDIDATE,CONFIRMED,19 04 36.036,+37 24 40.93,142.34849,19.9401211,758.9,4.283,,0.862,87.53,0.136,0,,0.029,20,2.42,588,5623,4.596,-0.4,0.763,0.853,,q1_q17_dr25_stellar,1.11111E+31,67,1,0.096,Mandel and Agol (2002 ApJ 580 171),18,,,5/10/2017 0:00,/missions/kepler/dv_files/0019/001995519/kplr001995519-20160209194854_dvr.pdf,/missions/kepler/dv_files/0019/001995519/kplr001995519-01-20160209194854_dvs.pdf,0,0,0,0,0.952
1995712,K07626.01,,FALSE POSITIVE,FALSE POSITIVE,19 04 50.515,+37 27 56.13,307.6255,462.12069,633.7,10.42,,0.002,90,1.127,0,,0.023,346.7,2.46,249,6079,4.411,-0.5,0.974,0.892,,q1_q17_dr25_stellar,1.11111E+31,3,1,0.014,Mandel and Agol (2002 ApJ 580 171),9.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0019/001995712/kplr001995712-20160209194854_dvr.pdf,/missions/kepler/dv_files/0019/001995712/kplr001995712-01-20160209194854_dvs.pdf,1,0,0,0,0
1995732,K03351.01,,FALSE POSITIVE,FALSE POSITIVE,19 04 51.840,+37 25 30.86,139.095626,77.36241476,96585.8,12.1317,,0.995,88.94,0.336,0,,0.483,53.602,41.66,362,5359,4.57,-0.12,0.79,0.848,,q1_q17_dr25_stellar,1.11111E+30,18,1,0.062,Mandel and Agol (2002 ApJ 580 171),1246.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0019/001995732/kplr001995732-20160209194854_dvr.pdf,/missions/kepler/dv_files/0019/001995732/kplr001995732-01-20160209194854_dvs.pdf,0,1,0,0,0
1996180,K02534.01,Kepler-1271 b,CANDIDATE,CONFIRMED,19 05 22.632,+37 24 43.08,134.36744,3.02558494,128.3,3.0008,,0.839,79.13,0.042,0,,0.012,4.45,1.62,1484,6123,4.263,-0.06,1.263,1.066,,q1_q17_dr25_stellar,1.11111E+31,440,2,0.896,Mandel and Agol (2002 ApJ 580 171),23.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0019/001996180/kplr001996180-20160209194854_dvr.pdf,/missions/kepler/dv_files/0019/001996180/kplr001996180-01-20160209194854_dvs.pdf,0,0,0,0,0.999
1996180,K02534.02,,CANDIDATE,CANDIDATE,19 05 22.632,+37 24 43.08,133.46021,5.42204257,79.1,2.952,,0.94,79.76,0.062,0,,0.01,5.29,1.39,1222,6123,4.263,-0.06,1.263,1.066,,q1_q17_dr25_stellar,1.11111E+31,218,2,0.724,Mandel and Agol (2002 ApJ 580 171),10.7,,,5/10/2017 0:00,/missions/kepler/dv_files/0019/001996180/kplr001996180-20160209194854_dvr.pdf,/missions/kepler/dv_files/0019/001996180/kplr001996180-02-20160209194854_dvs.pdf,0,0,0,0,0.922
1996399,K01026.01,,FALSE POSITIVE,FALSE POSITIVE,19 05 37.999,+37 25 36.34,184.9905063,94.10628163,,17.21,,,,,,,,,,,,,,,,,,,,1,,,,,,12/4/2014 0:00,,,0,0,0,0,
1996679,K00147.01,,FALSE POSITIVE,FALSE POSITIVE,19 05 57.773,+37 29 23.92,146.0588,145.5624926,2931.6,5.4126,,1.274,89.11,0.536,0,,0.336,82.2,40.15,387,6148,4.346,-0.3,1.095,0.969,,q1_q17_dr25_stellar,1.11111E+31,9,1,0.484,Mandel and Agol (2002 ApJ 580 171),58.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0019/001996679/kplr001996679-20160209194854_dvr.pdf,/missions/kepler/dv_files/0019/001996679/kplr001996679-01-20160209194854_dvs.pdf,0,1,1,0,0
2010152,K08084.01,,FALSE POSITIVE,FALSE POSITIVE,19 21 30.914,+37 28 53.11,205.9582,317.74527,206.6,17.54,,0.787,89.49,0.839,0,,0.014,88.7,2.1,336,6050,4.08,-0.94,1.333,0.779,,q1_q17_dr25_stellar,1.11111E+31,4,1,0.913,Mandel and Agol (2002 ApJ 580 171),13.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0020/002010152/kplr002010152-20160209194854_dvr.pdf,/missions/kepler/dv_files/0020/002010152/kplr002010152-01-20160209194854_dvs.pdf,1,0,0,0,0.058
2010191,K03999.01,,FALSE POSITIVE,FALSE POSITIVE,19 21 32.930,+37 28 41.45,132.6333,3.43525124,152.2,4.509,,1.121,41.65,0.047,0,,0.134,1.5,25.43,1579,5854,4.014,0.12,1.742,1.143,,q1_q17_dr25_stellar,1.11111E+31,388,1,0.4,Mandel and Agol (2002 ApJ 580 171),6.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0020/002010191/kplr002010191-20160209194854_dvr.pdf,/missions/kepler/dv_files/0020/002010191/kplr002010191-01-20160209194854_dvs.pdf,1,0,1,0,0
2010607,K04929.01,,FALSE POSITIVE,FALSE POSITIVE,19 22 01.356,+37 27 32.44,141.6268,18.622214,5832,4.42,,0.792,88.07,0.154,0,,0.077,23.5,20.83,1101,6235,3.801,0.02,2.471,1.407,,q1_q17_dr25_stellar,1.11111E+31,77,1,0.962,Mandel and Agol (2002 ApJ 580 171),20.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0020/002010607/kplr002010607-20160209194854_dvr.pdf,/missions/kepler/dv_files/0020/002010607/kplr002010607-01-20160209194854_dvs.pdf,0,1,0,0,0
2012722,K06257.01,,FALSE POSITIVE,FALSE POSITIVE,19 24 02.753,+37 26 01.10,132.12985,2.32539968,288.1,16.791,,1.004,16.63,0.042,0,,0.033,1.047,9.76,2501,7046,3.831,0.1,2.724,1.834,,q1_q17_dr25_stellar,1.11111E+31,1005,1,0.813,Mandel and Agol (2002 ApJ 580 171),79.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0020/002012722/kplr002012722-20160209194854_dvr.pdf,/missions/kepler/dv_files/0020/002012722/kplr002012722-02-20160209194854_dvs.pdf,1,0,0,0,0
2013883,K06258.01,,FALSE POSITIVE,FALSE POSITIVE,19 25 07.968,+37 25 10.56,131.69552,0.764597756,16.6,1.119,,0.345,86.02,0.018,0,,0.004,4.965,0.72,2708,6218,4.066,0.1,1.726,1.263,,q1_q17_dr25_stellar,1.11111E+31,1750,1,0.928,Mandel and Agol (2002 ApJ 580 171),12,,,5/10/2017 0:00,/missions/kepler/dv_files/0020/002013883/kplr002013883-20160209194854_dvr.pdf,/missions/kepler/dv_files/0020/002013883/kplr002013883-01-20160209194854_dvs.pdf,0,0,1,0,0
2014991,K02178.01,,FALSE POSITIVE,FALSE POSITIVE,19 26 11.844,+37 24 12.89,132.17439,6.49676881,135,2.527,,0.643,87.6,0.079,0,,0.011,15.34,3.74,1761,6418,3.658,-0.14,3.049,1.541,,q1_q17_dr25_stellar,1.11111E+31,212,1,0.281,Mandel and Agol (2002 ApJ 580 171),10.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0020/002014991/kplr002014991-20160209194854_dvr.pdf,/missions/kepler/dv_files/0020/002014991/kplr002014991-01-20160209194854_dvs.pdf,0,1,1,0,0
2015013,K04930.01,,FALSE POSITIVE,FALSE POSITIVE,19 26 13.315,+37 26 42.58,146.02135,27.8923345,139.6,2.204,,0.046,89.95,0.183,0,,0.011,97.6,2.1,807,5873,3.96,-0.18,1.78,1.055,,stellar_q1_q16,1.11111E+31,97,1,,Mandel and Agol (2002 ApJ 580 171),9,,,9/18/2015 0:00,,,0,0,1,0,
2019076,K03585.01,,FALSE POSITIVE,FALSE POSITIVE,19 29 50.998,+37 26 33.43,131.86235,3.564614021,94342,3.44204,,0.989,83.47,0.043,0,,0.472,8.705,46,1187,5891,4.45,-0.56,0.892,0.818,,q1_q17_dr25_stellar,1.10111E+30,342,1,0.61,Mandel and Agol (2002 ApJ 580 171),728.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0020/002019076/kplr002019076-20160209194854_dvr.pdf,/missions/kepler/dv_files/0020/002019076/kplr002019076-01-20160209194854_dvs.pdf,0,1,0,0,0
2019199,K04931.01,,FALSE POSITIVE,FALSE POSITIVE,19 29 56.690,+37 24 15.62,343.5587,579.81521,607,5.43,,0.843,89.95,1.345,0,,0.026,477,2.71,218,5822,4.449,-0.08,0.969,0.962,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),7.9,,,12/4/2014 0:00,,,1,0,0,0,
2019477,K06093.01,,FALSE POSITIVE,FALSE POSITIVE,19 30 12.466,+37 25 16.36,149.1939,20.5736113,76,11.222,,0.032,89.87,0.182,0,,0.008,14.12,3.86,1197,5440,3.404,0.3,4.524,1.894,,q1_q17_dr25_stellar,1.11111E+31,68,2,0.394,Mandel and Agol (2002 ApJ 580 171),12.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0020/002019477/kplr002019477-20160209194854_dvr.pdf,/missions/kepler/dv_files/0020/002019477/kplr002019477-01-20160209194854_dvs.pdf,0,0,1,0,0.283
2019477,K06093.02,,CANDIDATE,CANDIDATE,19 30 12.466,+37 25 16.36,131.8837,27.2497521,102,11.609,,0.194,89.37,0.219,0,,0.009,17.77,4.49,1090,5440,3.404,0.3,4.524,1.894,,q1_q17_dr25_stellar,1.11111E+31,50,2,0.177,Mandel and Agol (2002 ApJ 580 171),14.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0020/002019477/kplr002019477-20160209194854_dvr.pdf,/missions/kepler/dv_files/0020/002019477/kplr002019477-02-20160209194854_dvs.pdf,0,0,0,0,0.479
2021440,K01987.01,,FALSE POSITIVE,FALSE POSITIVE,19 31 52.426,+37 29 19.28,136.33101,7.81153999,912.8,5.984,,1.271,66.38,0.071,0,,0.304,3.17,23.56,718,5150,4.628,-0.28,0.71,0.792,,q1_q17_dr25_stellar,1.11111E+31,173,1,0.983,Mandel and Agol (2002 ApJ 580 171),41.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0020/002021440/kplr002021440-20160209194854_dvr.pdf,/missions/kepler/dv_files/0020/002021440/kplr002021440-01-20160209194854_dvs.pdf,0,1,1,0,0
2140389,K07627.01,,FALSE POSITIVE,FALSE POSITIVE,19 03 39.938,+37 35 39.41,132.258305,0.967427812,9127.8,5.8883,,1.248,32.82,0.018,0,,0.375,1.485,29.01,1419,5066,4.625,-0.24,0.709,0.784,,q1_q17_dr25_stellar,1.11111E+28,1177,1,0.3,Mandel and Agol (2002 ApJ 580 171),323.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002140389/kplr002140389-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002140389/kplr002140389-01-20160209194854_dvs.pdf,0,0,1,0,0
2141783,K02201.01,,FALSE POSITIVE,FALSE POSITIVE,19 05 28.800,+37 33 09.08,144.13378,116.5214317,771.5,5.577,,1.26,88.32,0.482,0,,0.288,42.9,44.41,457,6056,4.179,0,1.411,1.096,,q1_q17_dr25_stellar,1.11111E+31,12,1,0.73,Mandel and Agol (2002 ApJ 580 171),25,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002141783/kplr002141783-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002141783/kplr002141783-01-20160209194854_dvs.pdf,0,1,0,0,0
2142501,K03233.01,,FALSE POSITIVE,FALSE POSITIVE,19 06 28.565,+37 30 14.56,171.705,113.0707574,,9.03,,,,,,,,,,,,,,,,,,,,1,,,,,,12/4/2014 0:00,,,1,0,0,0,
2142522,K02403.01,Kepler-1224 b,CANDIDATE,CONFIRMED,19 06 30.182,+37 32 14.28,134.03671,13.32354078,116.6,3.873,,0.225,89.5,0.117,0,,0.01,25.88,1.32,872,6113,4.341,0.22,1.218,1.194,,q1_q17_dr25_stellar,1.11111E+31,102,1,0.532,Mandel and Agol (2002 ApJ 580 171),16.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002142522/kplr002142522-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002142522/kplr002142522-01-20160209194854_dvs.pdf,0,0,0,0,0.757
2157247,K00997.01,,FALSE POSITIVE,FALSE POSITIVE,19 23 06.871,+37 33 50.68,135.89269,5.68628739,5559.7,17.573,,0.855,60.73,0.061,0,,0.043,1.743,4.5,1059,6052,4.442,-0.4,0.956,0.923,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),414.4,,,12/4/2014 0:00,,,0,0,0,0,
2158460,K04932.01,,FALSE POSITIVE,FALSE POSITIVE,19 24 15.403,+37 32 08.70,134.8576413,19.12788374,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,12/4/2014 0:00,,,1,0,0,0,
2161536,K02130.01,,CANDIDATE,CANDIDATE,19 26 54.288,+37 31 44.04,138.26808,16.85592593,871.5,2.309,,0.038,89.96,0.108,0,,0.027,57.21,1.7,408,3967,4.674,0.06,0.587,0.593,,q1_q17_dr25_stellar,1.11111E+31,78,1,0.675,Mandel and Agol (2002 ApJ 580 171),19.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002161536/kplr002161536-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002161536/kplr002161536-01-20160209194854_dvs.pdf,0,0,0,0,1
2161623,K06094.01,,FALSE POSITIVE,FALSE POSITIVE,19 26 58.668,+37 35 27.67,132.34883,2.283466438,864260,7.7999,,0.457,84.66,0.037,0,,1.166,4.917,218.79,2014,6723,4.089,-0.24,1.719,1.327,,q1_q17_dr25_stellar,1.1E+18,0,1,-1,Mandel and Agol (2002 ApJ 580 171),1103.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002161623/kplr002161623-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002161623/kplr002161623-01-20160209194854_dvs.pdf,0,1,0,0,0
2161949,K06259.01,,CANDIDATE,CANDIDATE,19 27 15.096,+37 33 21.13,131.7043,4.78113942,105.8,2.733,,0.118,89.49,0.055,0,,0.009,13.41,1.14,1130,5683,4.326,0.08,1.115,0.959,,q1_q17_dr25_stellar,1.11111E+31,277,2,0.66,Mandel and Agol (2002 ApJ 580 171),9.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002161949/kplr002161949-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002161949/kplr002161949-01-20160209194854_dvs.pdf,0,0,0,0,0.813
2161949,K06259.02,,CANDIDATE,CANDIDATE,19 27 15.096,+37 33 21.13,133.14566,7.18864064,133.5,2.364,,0.424,88.86,0.072,0,,0.011,21.33,1.3,987,5683,4.326,0.08,1.115,0.959,,q1_q17_dr25_stellar,1.11111E+31,179,2,0.59,Mandel and Agol (2002 ApJ 580 171),9.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002161949/kplr002161949-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002161949/kplr002161949-02-20160209194854_dvs.pdf,0,0,0,0,0.967
2162635,K01032.01,,CANDIDATE,CANDIDATE,19 27 54.610,+37 31 57.18,176.08226,1500.140677,4129.9,25.727,,0.913,89.95,2.634,0,,0.074,251.5,18.35,206,5009,3.755,0.07,2.283,1.083,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),83.3,,,12/4/2014 0:00,,,0,0,0,0,
2162994,K06260.01,,FALSE POSITIVE,FALSE POSITIVE,19 28 13.922,+37 35 31.38,132.6324315,4.101595158,366585,6.10362,,0.394,87.14,0.047,0,,0.579,7.908,51.08,1028,5610,4.533,-0.38,0.808,0.813,,q1_q17_dr25_stellar,1.11111E+31,658,1,-1,Mandel and Agol (2002 ApJ 580 171),3809.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002162994/kplr002162994-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002162994/kplr002162994-01-20160209194854_dvs.pdf,0,1,0,0,0
2163226,K04933.01,,FALSE POSITIVE,FALSE POSITIVE,19 28 24.588,+37 34 00.88,460.4884,452.10093,464,12.69,,0.106,89.95,1.135,0,,0.02,276,2.08,254,6276,4.456,-0.52,0.956,0.953,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),6.2,,,12/4/2014 0:00,,,1,0,0,0,
2164169,K01029.01,,CANDIDATE,CANDIDATE,19 29 09.838,+37 34 50.88,133.867,32.3122867,677.8,6.569,,0.934,86.72,0.202,0,,0.03,16.32,4.84,699,5821,4.108,0.04,1.494,1.043,,q1_q17_dr25_stellar,1.11111E+31,43,1,0.988,Mandel and Agol (2002 ApJ 580 171),33.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002164169/kplr002164169-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002164169/kplr002164169-01-20160209194854_dvs.pdf,0,0,0,0,1
2165002,K00999.01,Kepler-263 b,CANDIDATE,CONFIRMED,19 29 52.742,+37 34 04.05,146.15285,16.56806842,1331.4,4.2647,,0.164,89.69,0.116,0,,0.033,30.26,2.54,548,4987,4.602,-0.18,0.716,0.749,,q1_q17_dr25_stellar,1.11111E+31,83,2,0.817,Mandel and Agol (2002 ApJ 580 171),41.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002165002/kplr002165002-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002165002/kplr002165002-01-20160209194854_dvs.pdf,0,0,0,0,1
2165002,K00999.02,Kepler-263 c,CANDIDATE,CONFIRMED,19 29 52.742,+37 34 04.05,151.41614,47.3329299,931.5,2.708,,0.43,89.8,0.233,0,,0.028,124.6,2.18,386,4987,4.602,-0.18,0.716,0.749,,q1_q17_dr25_stellar,1.11111E+31,30,2,0.053,Mandel and Agol (2002 ApJ 580 171),14,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002165002/kplr002165002-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002165002/kplr002165002-02-20160209194854_dvs.pdf,0,0,0,0,1
2165352,K04934.01,,FALSE POSITIVE,FALSE POSITIVE,19 30 10.356,+37 33 20.73,132.077067,0.7906069,689.2,3.3996,,1.198,23.05,0.015,0,,0.229,1.302,17.97,1503,4994,4.62,-0.1,0.72,0.803,,q1_q17_dr25_stellar,1.11111E+31,844,1,0.964,Mandel and Agol (2002 ApJ 580 171),133.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002165352/kplr002165352-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002165352/kplr002165352-01-20160209194854_dvs.pdf,1,0,1,0,0
2166200,K03735.01,,FALSE POSITIVE,FALSE POSITIVE,19 30 56.088,+37 33 33.52,132.646466,8.096939227,142891,2.8833,,0.786,88.27,0.084,0,,0.442,25.97,68.48,1194,6572,4.208,-0.28,1.418,1.19,,q1_q17_dr25_stellar,1.11111E+22,76,1,0.152,Mandel and Agol (2002 ApJ 580 171),177.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002166200/kplr002166200-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002166200/kplr002166200-01-20160209194854_dvs.pdf,0,1,0,0,0
2166206,K01028.01,,FALSE POSITIVE,FALSE POSITIVE,19 30 56.705,+37 33 37.23,140.74216,8.09695764,283.5,3.319,,1.165,72.77,0.082,0,,0.182,3.93,34,1197,5949,4.024,0.02,1.707,1.122,,q1_q17_dr25_stellar,1.11111E+31,165,1,0.47,Mandel and Agol (2002 ApJ 580 171),35.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002166206/kplr002166206-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002166206/kplr002166206-01-20160209194854_dvs.pdf,0,0,1,1,0
2167444,K06261.01,,FALSE POSITIVE,FALSE POSITIVE,19 31 59.978,+37 34 48.50,133.47404,2.43574046,6223,22.25,,0.997,25.56,0.041,0,,0.127,1.105,24.62,2102,7239,4.129,0.02,1.781,1.558,,q1_q17_dr25_stellar,1.01E+30,215,1,0.006,Mandel and Agol (2002 ApJ 580 171),74.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002167444/kplr002167444-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002167444/kplr002167444-01-20160209194854_dvs.pdf,1,0,0,0,0
2167890,K03670.01,,FALSE POSITIVE,FALSE POSITIVE,19 32 22.471,+37 30 52.24,133.034879,2.64830047,12668,2.6395,,0.873,80.89,0.046,0,,0.125,5.52,126.54,3042,4839,2.761,-0.04,9.278,1.808,,q1_q17_dr25_stellar,1.0001E+28,111,1,0.916,Mandel and Agol (2002 ApJ 580 171),79.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0021/002167890/kplr002167890-20160209194854_dvr.pdf,/missions/kepler/dv_files/0021/002167890/kplr002167890-01-20160209194854_dvs.pdf,0,1,1,0,0
2283362,K06262.01,,CANDIDATE,CANDIDATE,19 04 26.580,+37 36 42.66,131.68751,0.673141323,229.5,0.921,,0.106,88.81,0.015,0,,0.014,5.66,1.29,1834,5461,4.552,0.14,0.858,0.957,,stellar_q1_q17,1.11111E+31,1985,1,,Mandel and Agol (2002 ApJ 580 171),10.5,,,9/18/2015 0:00,,,0,0,0,0,
2284957,K08085.01,,CANDIDATE,CANDIDATE,19 06 28.601,+37 37 34.46,187.5475,419.2615,287.8,21.53,,0.5,89.78,1.031,0,,0.016,131.6,1.7,256,5979,4.379,-0.58,0.975,0.83,,q1_q17_dr25_stellar,1.11111E+31,4,1,3.00E-04,Mandel and Agol (2002 ApJ 580 171),10.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0022/002284957/kplr002284957-20160209194854_dvr.pdf,/missions/kepler/dv_files/0022/002284957/kplr002284957-01-20160209194854_dvs.pdf,0,0,0,0,0.416
2299738,K07628.01,,CANDIDATE,CANDIDATE,19 22 52.140,+37 38 56.44,132.6703,1.8134378,97.4,7.776,,0.418,76.37,0.026,0,,0.009,1.775,0.69,1158,5094,4.618,-0.32,0.7,0.743,,q1_q17_dr25_stellar,1.11111E+31,740,1,0.865,Mandel and Agol (2002 ApJ 580 171),19.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0022/002299738/kplr002299738-20160209194854_dvr.pdf,/missions/kepler/dv_files/0022/002299738/kplr002299738-01-20160209194854_dvs.pdf,0,0,0,0,0.901
2301068,K06263.01,,CANDIDATE,CANDIDATE,19 24 06.526,+37 36 50.08,134.38829,8.60965352,63.2,2.218,,0.213,89.58,0.101,0,,0.007,29.2,3.33,1550,5418,3.447,0.06,4.233,1.83,,q1_q17_dr25_stellar,1.11111E+31,153,1,0.088,Mandel and Agol (2002 ApJ 580 171),9.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0023/002301068/kplr002301068-20160209194854_dvr.pdf,/missions/kepler/dv_files/0023/002301068/kplr002301068-01-20160209194854_dvs.pdf,0,0,0,0,0.994
2302548,K00988.01,Kepler-261 b,CANDIDATE,CONFIRMED,19 25 27.547,+37 36 33.01,268.02421,10.38122447,801.5,2.715,,0.319,89.36,0.087,0,,0.026,28.48,2.18,672,5095,4.566,0.02,0.78,0.816,,q1_q17_dr25_stellar,1.11111E+31,130,2,0.647,Mandel and Agol (2002 ApJ 580 171),41.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0023/002302548/kplr002302548-20160209194854_dvr.pdf,/missions/kepler/dv_files/0023/002302548/kplr002302548-01-20160209194854_dvs.pdf,0,0,0,0,1
2302548,K00988.02,Kepler-261 c,CANDIDATE,CONFIRMED,19 25 27.547,+37 36 33.01,135.87209,24.5709023,764.2,3.587,,0.945,87.52,0.155,0,,0.033,21.8,2.82,505,5095,4.566,0.02,0.78,0.816,,q1_q17_dr25_stellar,1.11111E+31,50,2,0.713,Mandel and Agol (2002 ApJ 580 171),26.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0023/002302548/kplr002302548-20160209194854_dvr.pdf,/missions/kepler/dv_files/0023/002302548/kplr002302548-02-20160209194854_dvs.pdf,0,0,0,0,1
2302758,K07629.01,,FALSE POSITIVE,FALSE POSITIVE,19 25 36.694,+37 40 36.08,131.98408,0.542122617,88.3,1.283,,0.108,88.11,0.013,0,,0.009,3.29,0.94,2238,5875,4.476,0.18,0.998,1.088,,q1_q17_dr25_stellar,1.11111E+31,2464,1,0.983,Mandel and Agol (2002 ApJ 580 171),16.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0023/002302758/kplr002302758-20160209194854_dvr.pdf,/missions/kepler/dv_files/0023/002302758/kplr002302758-01-20160209194854_dvs.pdf,0,1,1,0,0
2302997,K07630.01,,CANDIDATE,CANDIDATE,19 25 49.176,+37 40 37.63,134.7404,16.2982201,199,2.558,,0.698,88.88,0.102,0,,0.014,35.8,0.78,388,3905,4.736,-0.2,0.521,0.538,,q1_q17_dr25_stellar,1.11111E+31,80,1,0.132,Mandel and Agol (2002 ApJ 580 171),7.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0023/002302997/kplr002302997-20160209194854_dvr.pdf,/missions/kepler/dv_files/0023/002302997/kplr002302997-01-20160209194854_dvs.pdf,0,0,0,0,0.957
2303903,K04709.01,,CANDIDATE,CANDIDATE,19 26 34.306,+37 37 56.67,134.47308,3.70858595,305.4,1.94,,0.115,89.55,0.044,0,,0.016,14.75,1.33,995,5420,4.596,-0.2,0.771,0.864,,q1_q17_dr25_stellar,1.11111E+31,358,1,0.014,Mandel and Agol (2002 ApJ 580 171),11.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0023/002303903/kplr002303903-20160209194854_dvr.pdf,/missions/kepler/dv_files/0023/002303903/kplr002303903-01-20160209194854_dvs.pdf,0,0,0,0,0.8
2304320,K02033.01,Kepler-1064 b,CANDIDATE,CONFIRMED,19 26 57.994,+37 41 20.18,133.95274,16.54081386,370,2.5996,,0.688,88.92,0.118,0,,0.019,36.5,1.57,570,5064,4.572,0,0.769,0.806,,q1_q17_dr25_stellar,1.11111E+31,80,1,0.574,Mandel and Agol (2002 ApJ 580 171),32.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0023/002304320/kplr002304320-20160209194854_dvr.pdf,/missions/kepler/dv_files/0023/002304320/kplr002304320-01-20160209194854_dvs.pdf,0,0,0,0,0.998
2305255,K04935.01,,FALSE POSITIVE,FALSE POSITIVE,19 27 51.482,+37 36 31.61,156.0157,24.5714867,506.4,29.96,,0.978,64.05,0.164,0,,0.029,2.24,3.04,637,5977,4.462,-0.22,0.956,0.967,,q1_q17_dr25_stellar,1.11111E+31,57,1,0.053,Mandel and Agol (2002 ApJ 580 171),31.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0023/002305255/kplr002305255-20160209194854_dvr.pdf,/missions/kepler/dv_files/0023/002305255/kplr002305255-01-20160209194854_dvs.pdf,1,0,0,0,0
2305311,K04434.01,,FALSE POSITIVE,FALSE POSITIVE,19 27 54.310,+37 40 07.15,131.55621,1.404674486,155.5,5.056,,0.817,58.44,0.021,0,,0.013,1.551,0.86,1126,4716,4.65,-0.64,0.609,0.603,,stellar_q1_q16,1.11101E+31,741,1,,Mandel and Agol (2002 ApJ 580 171),20.7,,,9/18/2015 0:00,,,1,0,0,1,
