Kepler ID,KOI Name,Kepler Name,Kepler Disposition,NExScI Disposition,RA (J2000),Dec (J2000),Time of Transit Epoch,Period,Transit Depth,Duration,Ingress Duration,Impact Parameter,Inclination,Semi-major Axis,Eccentricity,Long of Periastron,r/R,a/R,Planet Radius,Teq,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Age,Provenance,Quarters,Transit Number,KOI count,Binary Discrimination,Transit Model,Transit Model SNR,Transit Model DOF,Transit Model chisq,Last vet Update,DV Report,DV Summary,Transit Flag,Secondary Flag,Offset Flag,Contamination Flag,Disposition Score
757450,K00889.01,Kepler-75 b,CANDIDATE,CONFIRMED,19 24 33.024,+36 34 38.57,169.991686,8.884922995,16053.4,2.07004,,0.069,89.89,0.079,0,,0.114,36.466,10.51,770,5332,4.5,-0.08,0.843,0.821,,q1_q17_dr25_stellar,1.11111E+31,153,1,0.106,Mandel and Agol (2002 ApJ 580 171),388.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0007/000757450/kplr000757450-20160209194854_dvr.pdf,/missions/kepler/dv_files/0007/000757450/kplr000757450-01-20160209194854_dvs.pdf,0,0,0,0,0.999
892772,K01009.01,,FALSE POSITIVE,FALSE POSITIVE,19 24 36.811,+36 40 43.83,357.53594,5.09246539,254,3.659,,0.161,89.14,0.052,0,,0.014,10.67,1.17,844,5037,4.547,-0.2,0.751,0.727,,q1_q17_dr25_stellar,1.11111E+28,225,1,0.969,Mandel and Agol (2002 ApJ 580 171),17.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0008/000892772/kplr000892772-20160209194854_dvr.pdf,/missions/kepler/dv_files/0008/000892772/kplr000892772-01-20160209194854_dvs.pdf,0,0,1,0,0
1025986,K07621.01,,FALSE POSITIVE,FALSE POSITIVE,19 24 08.086,+36 46 15.75,315.2486,275.07365,228.9,3.37,,0.595,89.93,0.789,0,,0.014,512,1.86,303,5604,4.226,-0.12,1.187,0.864,,q1_q17_dr25_stellar,1.11111E+31,4,1,0.878,Mandel and Agol (2002 ApJ 580 171),7.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0010/001025986/kplr001025986-20160209194854_dvr.pdf,/missions/kepler/dv_files/0010/001025986/kplr001025986-01-20160209194854_dvs.pdf,1,0,0,0,0
1026032,K06252.01,,FALSE POSITIVE,FALSE POSITIVE,19 24 10.577,+36 43 45.38,133.7744903,8.460438928,76412.9,4.73492,,1.061,85.68,0.075,0,,0.478,14.087,36.62,804,5951,4.638,-1.06,0.702,0.796,,q1_q17_dr25_stellar,1.11111E+31,164,1,0,Mandel and Agol (2002 ApJ 580 171),1797.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0010/001026032/kplr001026032-20160209194854_dvr.pdf,/missions/kepler/dv_files/0010/001026032/kplr001026032-01-20160209194854_dvs.pdf,0,1,0,0,0
1026957,K00958.01,,CANDIDATE,CANDIDATE,19 25 01.078,+36 44 37.00,166.540438,21.76129812,1300.7,1.243,,0.123,89.95,0.14,0,,0.032,137.07,2.53,486,4859,4.612,0,0.72,0.781,,q1_q17_dr25_stellar,1.11111E+31,62,1,0.212,Mandel and Agol (2002 ApJ 580 171),60,,,5/10/2017 0:00,/missions/kepler/dv_files/0010/001026957/kplr001026957-20160209194854_dvr.pdf,/missions/kepler/dv_files/0010/001026957/kplr001026957-01-20160209194854_dvs.pdf,0,0,0,0,1
1027438,K01010.01,,FALSE POSITIVE,FALSE POSITIVE,19 25 24.967,+36 47 04.27,145.83537,110.6157662,,5,,,,,,,,,,,,,,,,,,,,1,,,,,,12/4/2014 0:00,,,0,0,0,0,
1161345,K00984.01,,CANDIDATE,CANDIDATE,19 24 11.712,+36 50 23.58,262.06245,4.28746668,790.1,1.5693,,0.374,88.93,0.05,0,,0.026,19.94,2.29,942,5296,4.576,0.12,0.815,0.911,,q1_q17_dr25_stellar,1.11111E+31,313,1,0.152,Mandel and Agol (2002 ApJ 580 171),19.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0011/001161345/kplr001161345-20160209194854_dvr.pdf,/missions/kepler/dv_files/0011/001161345/kplr001161345-01-20160209194854_dvs.pdf,0,0,0,0,0.711
1161949,K04920.01,,FALSE POSITIVE,FALSE POSITIVE,19 24 42.722,+36 52 28.49,366.0309,473.95103,330.6,11.778,,0.167,89.95,1.283,0,,0.017,308,3.32,341,6513,4.02,-0.14,1.81,1.252,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),9.6,,,12/4/2014 0:00,,,1,0,0,0,
1164301,K04921.01,,FALSE POSITIVE,FALSE POSITIVE,19 26 46.070,+36 52 53.07,224.2893,95.688682,453.8,6.465,,0.55,89.95,0.59,0,,0.02,97.2,28.41,1046,5040,2.681,0.07,13.056,2.981,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),9.8,,,12/4/2014 0:00,,,1,0,0,0,
1293031,K04162.01,,FALSE POSITIVE,FALSE POSITIVE,19 24 05.033,+36 54 13.13,131.97457,0.53936593,145,5.434,,0.988,12.57,0.017,0,,0.016,1.012,9.19,5016,6341,3.301,-0.1,5.302,2.05,,q1_q17_dr25_stellar,1.11111E+31,1239,1,0.999,Mandel and Agol (2002 ApJ 580 171),57.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0012/001293031/kplr001293031-20160209194854_dvr.pdf,/missions/kepler/dv_files/0012/001293031/kplr001293031-01-20160209194854_dvs.pdf,1,0,0,0,0
1293046,K07622.01,,FALSE POSITIVE,FALSE POSITIVE,19 24 06.372,+36 54 58.93,155.0813,36.2671673,627.1,2.065,,0.214,89.91,0.182,0,,0.022,134.1,1.5,347,4264,4.637,-0.2,0.62,0.607,,q1_q17_dr25_stellar,1.11111E+31,39,1,0.621,Mandel and Agol (2002 ApJ 580 171),10,,,5/10/2017 0:00,/missions/kepler/dv_files/0012/001293046/kplr001293046-20160209194854_dvr.pdf,/missions/kepler/dv_files/0012/001293046/kplr001293046-01-20160209194854_dvs.pdf,0,0,1,0,0
1293379,K06253.01,,CANDIDATE,CANDIDATE,19 24 27.355,+36 59 38.62,132.1916,27.556452,289.2,8.23,,0.144,89.95,0.175,0,,0.015,25.72,1.4,531,5509,4.565,0.02,0.836,0.937,,stellar_q1_q17,1.11111E+28,43,1,,Mandel and Agol (2002 ApJ 580 171),6.7,,,9/18/2015 0:00,,,0,0,0,0,
1297263,K04922.01,,FALSE POSITIVE,FALSE POSITIVE,19 27 47.645,+36 57 07.49,281.2973,153.521361,255.2,3.893,,0.148,89.95,0.597,0,,0.015,302,3.09,493,6233,3.951,-0.14,1.921,1.2,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),5.7,,,12/4/2014 0:00,,,1,0,0,0,
1429589,K04923.01,,CANDIDATE,CANDIDATE,19 23 01.502,+37 05 23.31,144.4713,38.168652,90.6,5.086,,0.028,89.95,0.224,0,,0.009,57.8,1.4,696,6164,4.117,-0.28,1.465,1.026,,stellar_q1_q16,1.11111E+31,34,1,,Mandel and Agol (2002 ApJ 580 171),8.3,,,9/18/2015 0:00,,,0,0,0,0,
1430305,K04873.01,,FALSE POSITIVE,FALSE POSITIVE,19 23 42.912,+37 05 06.90,431.3267,359.3259,246.2,9.836,,0.228,89.95,1.133,0,,0.015,275.92,3.6,410,6570,3.902,-0.08,2.27,1.5,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),13.5,,,12/4/2014 0:00,,,1,0,0,0,
1431122,K00994.01,,CANDIDATE,CANDIDATE,19 24 34.198,+37 03 40.76,132.86187,4.2989201,237.6,2.747,,0.972,75.22,0.049,0,,0.02,3.81,2.12,1046,5300,4.385,0.18,0.986,0.861,,q1_q17_dr25_stellar,1.11111E+31,314,1,0.102,Mandel and Agol (2002 ApJ 580 171),20,,,5/10/2017 0:00,/missions/kepler/dv_files/0014/001431122/kplr001431122-20160209194854_dvr.pdf,/missions/kepler/dv_files/0014/001431122/kplr001431122-01-20160209194854_dvs.pdf,0,0,0,0,0.99
1432214,K00998.01,,FALSE POSITIVE,FALSE POSITIVE,19 25 31.846,+37 04 22.76,214.039,161.7883271,87750,5.31,,0.267,89.95,0.607,0,,0.273,289.8,36.14,375,6018,4.327,0.18,1.212,1.142,,q1_q17_dr25_stellar,1.11111E+30,9,1,0,Mandel and Agol (2002 ApJ 580 171),704.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0014/001432214/kplr001432214-20160209194854_dvr.pdf,/missions/kepler/dv_files/0014/001432214/kplr001432214-01-20160209194854_dvs.pdf,0,1,0,0,0
1432789,K00992.01,Kepler-745 b,CANDIDATE,CONFIRMED,19 25 59.861,+37 03 33.41,136.49128,9.93146307,398.6,5.678,,0.037,89.84,0.091,0,,0.018,13.607,2.41,931,5782,4.28,0.16,1.22,1.035,,q1_q17_dr25_stellar,1.11111E+31,137,2,0.483,Mandel and Agol (2002 ApJ 580 171),26.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0014/001432789/kplr001432789-20160209194854_dvr.pdf,/missions/kepler/dv_files/0014/001432789/kplr001432789-01-20160209194854_dvs.pdf,0,0,0,0,0.848
1432789,K00992.02,,CANDIDATE,CANDIDATE,19 25 59.861,+37 03 33.41,132.2982,4.57834367,140.7,3.987,,0.232,88.47,0.055,0,,0.011,8.653,1.44,1206,5782,4.28,0.16,1.22,1.035,,q1_q17_dr25_stellar,1.11111E+31,275,2,0.152,Mandel and Agol (2002 ApJ 580 171),11.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0014/001432789/kplr001432789-20160209194854_dvr.pdf,/missions/kepler/dv_files/0014/001432789/kplr001432789-02-20160209194854_dvs.pdf,0,0,0,0,0.961
1433531,K06254.01,,FALSE POSITIVE,FALSE POSITIVE,19 26 39.713,+37 04 34.02,436.4746,567.71329,259.4,12.85,,0.425,89.95,1.435,0,,0.015,311,3.28,325,6248,3.924,-0.16,1.996,1.218,,stellar_q1_q17,1.11111E+31,3,1,,Mandel and Agol (2002 ApJ 580 171),6.6,,,9/18/2015 0:00,,,1,0,0,0,
1433962,K00982.01,,FALSE POSITIVE,FALSE POSITIVE,19 27 02.870,+37 05 55.10,133.9243804,1.592633181,633.1,5.5605,,0.003,89.93,0.023,0,,0.022,2.316,1.56,1053,4506,4.626,-0.2,0.651,0.654,,q1_q17_dr25_stellar,1.11111E+31,846,1,0.756,Mandel and Agol (2002 ApJ 580 171),66.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0014/001433962/kplr001433962-20160209194854_dvr.pdf,/missions/kepler/dv_files/0014/001433962/kplr001433962-01-20160209194854_dvs.pdf,0,1,1,1,0
1433980,K03924.01,,FALSE POSITIVE,FALSE POSITIVE,19 27 03.919,+37 05 49.89,132.328769,1.592634161,155156,8.9488,,0.877,64.63,0.029,0,,0.519,2.046,100.2,2255,6574,4.061,-0.22,1.768,1.317,,q1_q17_dr25_stellar,1.11111E+22,389,1,-1,Mandel and Agol (2002 ApJ 580 171),1207.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0014/001433980/kplr001433980-20160209194854_dvr.pdf,/missions/kepler/dv_files/0014/001433980/kplr001433980-01-20160209194854_dvs.pdf,0,1,0,0,0
1434395,K07623.01,,FALSE POSITIVE,FALSE POSITIVE,19 27 25.555,+37 03 56.34,131.895,2.2227289,279.1,2.617,,0.254,87.73,0.051,0,,0.015,6.41,34.14,4454,4996,2.354,0.07,20.848,3.584,,q1_q17_dr25_stellar,1.11001E+31,208,1,0.353,Mandel and Agol (2002 ApJ 580 171),10.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0014/001434395/kplr001434395-20160209194854_dvr.pdf,/missions/kepler/dv_files/0014/001434395/kplr001434395-01-20160209194854_dvs.pdf,0,0,1,0,0.014
1571511,K00362.01,,FALSE POSITIVE,FALSE POSITIVE,19 23 59.261,+37 11 57.19,177.5952096,14.02245146,20082.9,8.08619,,0.189,89.27,0.114,0,,0.13,14.778,14.93,810,6061,4.401,-0.14,1.05,1.012,,q1_q17_dr25_stellar,1.11111E+31,100,1,0.058,Mandel and Agol (2002 ApJ 580 171),2707.7,,,5/10/2017 0:00,/missions/kepler/dv_files/0015/001571511/kplr001571511-20160209194854_dvr.pdf,/missions/kepler/dv_files/0015/001571511/kplr001571511-01-20160209194854_dvs.pdf,0,1,0,0,0.004
1572948,K04924.01,,FALSE POSITIVE,FALSE POSITIVE,19 25 18.595,+37 07 36.12,132.1161,3.0031801,374.7,2.814,,0.98,68.19,0.045,0,,0.024,2.64,4.7,1827,6606,4.071,-0.16,1.768,1.349,,q1_q17_dr25_stellar,1.1E+18,58,1,0.842,Mandel and Agol (2002 ApJ 580 171),13.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0015/001572948/kplr001572948-20160209194854_dvr.pdf,/missions/kepler/dv_files/0015/001572948/kplr001572948-01-20160209194854_dvs.pdf,0,0,1,0,0
1575690,K03658.01,,FALSE POSITIVE,FALSE POSITIVE,19 27 31.656,+37 11 20.80,132.436339,2.252417903,32296,1.9767,,1.198,80.57,0.027,0,,0.456,7.32,27.09,782,3979,4.699,-0.26,0.544,0.539,,q1_q17_dr25_stellar,1.11111E+28,1007,1,0,Mandel and Agol (2002 ApJ 580 171),129.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0015/001575690/kplr001575690-20160209194854_dvr.pdf,/missions/kepler/dv_files/0015/001575690/kplr001575690-01-20160209194854_dvs.pdf,0,1,0,0,0
1575873,K04359.01,,CANDIDATE,CANDIDATE,19 27 42.326,+37 06 04.65,131.55662,0.629001455,14.7,1.263,,0.365,84.2,0.016,0,,0.004,3.61,0.81,3375,6739,3.948,-0.24,2.059,1.375,,q1_q17_dr25_stellar,1.11111E+31,2127,1,0.375,Mandel and Agol (2002 ApJ 580 171),9.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0015/001575873/kplr001575873-20160209194854_dvr.pdf,/missions/kepler/dv_files/0015/001575873/kplr001575873-01-20160209194854_dvs.pdf,0,0,0,0,1
1717528,K06255.01,,FALSE POSITIVE,FALSE POSITIVE,19 22 18.377,+37 17 25.94,135.7783,9.31392071,163.7,0.971,,0.129,89.95,0.088,0,,0.012,73.5,1.25,884,6032,4.485,-0.06,0.973,1.055,,stellar_q1_q17,1.11111E+31,146,1,,Mandel and Agol (2002 ApJ 580 171),6.6,,,9/18/2015 0:00,,,0,0,1,0,
1717722,K03145.01,,CANDIDATE,CANDIDATE,19 22 28.315,+37 17 20.72,132.1846,4.53702121,504.4,1.813,,0.706,87.14,0.049,0,,0.022,14.16,1.66,798,4805,4.633,-0.06,0.688,0.769,,q1_q17_dr25_stellar,1.11111E+30,286,2,0.364,Mandel and Agol (2002 ApJ 580 171),15.7,,,5/10/2017 0:00,/missions/kepler/dv_files/0017/001717722/kplr001717722-20160209194854_dvr.pdf,/missions/kepler/dv_files/0017/001717722/kplr001717722-02-20160209194854_dvs.pdf,0,0,0,0,1
1717722,K03145.02,,CANDIDATE,CANDIDATE,19 22 28.315,+37 17 20.72,131.70299,0.977311489,250.7,1.403,,0.01,89.9,0.018,0,,0.014,5.43,1.06,1331,4805,4.633,-0.06,0.688,0.769,,q1_q17_dr25_stellar,1.11111E+30,1266,2,0.832,Mandel and Agol (2002 ApJ 580 171),14.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0017/001717722/kplr001717722-20160209194854_dvr.pdf,/missions/kepler/dv_files/0017/001717722/kplr001717722-03-20160209194854_dvs.pdf,0,0,0,0,0.858
1718189,K00993.01,Kepler-262 c,CANDIDATE,CONFIRMED,19 22 54.881,+37 15 09.54,144.32031,21.85362905,355.6,3.439,,0.676,88.95,0.151,0,,0.018,37,1.75,618,5830,4.54,-0.14,0.876,0.97,,q1_q17_dr25_stellar,1.11111E+31,60,3,0.884,Mandel and Agol (2002 ApJ 580 171),23,,,5/10/2017 0:00,/missions/kepler/dv_files/0017/001718189/kplr001718189-20160209194854_dvr.pdf,/missions/kepler/dv_files/0017/001718189/kplr001718189-01-20160209194854_dvs.pdf,0,0,0,0,1
1718189,K00993.02,Kepler-262 b,CANDIDATE,CONFIRMED,19 22 54.881,+37 15 09.54,137.63148,13.0607936,236.6,3.215,,0.718,88.16,0.107,0,,0.015,22.29,1.45,734,5830,4.54,-0.14,0.876,0.97,,q1_q17_dr25_stellar,1.11111E+31,101,3,0.905,Mandel and Agol (2002 ApJ 580 171),19.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0017/001718189/kplr001718189-20160209194854_dvr.pdf,/missions/kepler/dv_files/0017/001718189/kplr001718189-02-20160209194854_dvs.pdf,0,0,0,0,1
1718189,K00993.03,,FALSE POSITIVE,FALSE POSITIVE,19 22 54.881,+37 15 09.54,195.3511,86.723653,241,4.852,,0.662,89.64,0.38,0,,0.015,105.1,1.43,391,5830,4.54,-0.14,0.876,0.97,,q1_q17_dr25_stellar,1.11111E+31,16,3,0.154,Mandel and Agol (2002 ApJ 580 171),9.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0017/001718189/kplr001718189-20160209194854_dvr.pdf,/missions/kepler/dv_files/0017/001718189/kplr001718189-03-20160209194854_dvs.pdf,0,1,0,0,0.149
1718958,K04053.01,,CANDIDATE,CANDIDATE,19 23 40.642,+37 17 13.81,132.92,1.41975831,60.9,1.429,,0.644,83.77,0.025,0,,0.008,5.93,0.85,1700,5925,4.394,-0.14,1.035,0.968,,q1_q17_dr25_stellar,1.11111E+31,950,1,0.962,Mandel and Agol (2002 ApJ 580 171),8.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0017/001718958/kplr001718958-20160209194854_dvr.pdf,/missions/kepler/dv_files/0017/001718958/kplr001718958-01-20160209194854_dvs.pdf,0,0,0,0,0.985
1721157,K04644.01,,CANDIDATE,CANDIDATE,19 25 49.762,+37 12 24.63,133.38221,3.44928111,237,1.424,,0.534,88.08,0.043,0,,0.014,15.98,1.23,966,5119,4.591,0.14,0.781,0.879,,q1_q17_dr25_stellar,1.11111E+31,387,1,0.823,Mandel and Agol (2002 ApJ 580 171),9.7,,,5/10/2017 0:00,/missions/kepler/dv_files/0017/001721157/kplr001721157-20160209194854_dvr.pdf,/missions/kepler/dv_files/0017/001721157/kplr001721157-01-20160209194854_dvs.pdf,0,0,0,0,0.97
1722276,K01008.01,,FALSE POSITIVE,FALSE POSITIVE,19 26 47.213,+37 14 16.95,248.94045,569.934135,18904,4.1904,,0.919,89.93,1.317,0,,0.174,759,38.98,296,5367,3.783,-0.46,2.057,0.935,,q1_q17_dr25_stellar,1.11111E+31,3,1,0.966,Mandel and Agol (2002 ApJ 580 171),66.7,,,5/10/2017 0:00,/missions/kepler/dv_files/0017/001722276/kplr001722276-20160209194854_dvr.pdf,/missions/kepler/dv_files/0017/001722276/kplr001722276-01-20160209194854_dvs.pdf,1,0,0,0,0
1723078,K07624.01,,CANDIDATE,CANDIDATE,19 27 28.322,+37 16 11.56,364.8075,330.025002,259.2,6.659,,0.68,89.86,1.107,0,,0.016,286,5.92,478,6126,3.578,0.06,3.466,1.658,,q1_q17_dr25_stellar,1.11111E+31,4,1,0.083,Mandel and Agol (2002 ApJ 580 171),12.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0017/001723078/kplr001723078-20160209194854_dvr.pdf,/missions/kepler/dv_files/0017/001723078/kplr001723078-01-20160209194854_dvs.pdf,0,0,0,0,0.246
1724513,K04224.01,,FALSE POSITIVE,FALSE POSITIVE,19 28 39.566,+37 16 32.67,131.63127,1.975208831,76.3,1.513,,0.559,86.18,0.033,0,,0.008,8.4,1.59,2064,6401,4.029,-0.2,1.744,1.185,,q1_q17_dr25_stellar,1.11111E+31,676,1,0.834,Mandel and Agol (2002 ApJ 580 171),15.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0017/001724513/kplr001724513-20160209194854_dvr.pdf,/missions/kepler/dv_files/0017/001724513/kplr001724513-01-20160209194854_dvs.pdf,0,0,1,0,0
1724719,K04212.01,Kepler-1569 b,CANDIDATE,CONFIRMED,19 28 49.130,+37 13 16.38,133.35814,5.79179934,118.5,3.474,,0.896,81.51,0.065,0,,0.012,6.07,1.69,1222,6174,4.244,0.02,1.318,1.109,,q1_q17_dr25_stellar,1.11111E+31,233,2,0.788,Mandel and Agol (2002 ApJ 580 171),17.7,,,5/10/2017 0:00,/missions/kepler/dv_files/0017/001724719/kplr001724719-20160209194854_dvr.pdf,/missions/kepler/dv_files/0017/001724719/kplr001724719-01-20160209194854_dvs.pdf,0,0,0,0,0.956
1724719,K04212.02,,CANDIDATE,CANDIDATE,19 28 49.130,+37 13 16.38,132.3351,10.0989634,57,6.428,,0.529,87.06,0.095,0,,0.007,10.31,1.03,1016,6174,4.244,0.02,1.318,1.109,,q1_q17_dr25_stellar,1.11111E+31,122,2,0.772,Mandel and Agol (2002 ApJ 580 171),8.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0017/001724719/kplr001724719-20160209194854_dvr.pdf,/missions/kepler/dv_files/0017/001724719/kplr001724719-02-20160209194854_dvs.pdf,0,0,0,0,1
1725016,K01007.01,Kepler-748 b,CANDIDATE,CONFIRMED,19 29 03.098,+37 14 13.17,355.49652,7.40742502,442,3.675,,0.03,89.89,0.074,0,,0.019,15.698,2.01,938,5922,4.474,-0.08,0.961,1.002,,q1_q17_dr25_stellar,1.11111E+28,151,1,0.561,Mandel and Agol (2002 ApJ 580 171),23.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0017/001725016/kplr001725016-20160209194854_dvr.pdf,/missions/kepler/dv_files/0017/001725016/kplr001725016-01-20160209194854_dvs.pdf,0,0,0,0,1
1725193,K04925.01,,FALSE POSITIVE,FALSE POSITIVE,19 29 10.634,+37 15 42.23,134.119473,2.96384168,35652.8,5.4768,,1.059,73,0.042,0,,0.346,3.62,43.7,1406,6095,4.371,0.14,1.158,1.154,,q1_q17_dr25_stellar,1.10011E+30,241,1,0,Mandel and Agol (2002 ApJ 580 171),607.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0017/001725193/kplr001725193-20160209194854_dvr.pdf,/missions/kepler/dv_files/0017/001725193/kplr001725193-01-20160209194854_dvs.pdf,0,1,0,0,0
1725415,K02988.01,,FALSE POSITIVE,FALSE POSITIVE,19 29 21.768,+37 16 47.50,132.06982,2.43731228,,1.89,,,,,,,,,,,,,,,,,,,,1,,,,,,12/4/2014 0:00,,,0,0,0,0,
1849702,K02538.01,,CANDIDATE,CANDIDATE,19 05 08.628,+37 23 13.41,155.6409,39.8312536,388.8,2.442,,0.24,89.89,0.212,0,,0.018,123.3,1.46,420,5026,4.58,0,0.759,0.8,,q1_q17_dr25_stellar,1.11111E+31,36,1,0.681,Mandel and Agol (2002 ApJ 580 171),15.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0018/001849702/kplr001849702-20160209194854_dvr.pdf,/missions/kepler/dv_files/0018/001849702/kplr001849702-01-20160209194854_dvs.pdf,0,0,0,0,1
1865042,K01002.01,Kepler-746 b,CANDIDATE,CONFIRMED,19 22 43.740,+37 21 18.40,132.98828,3.4815917,135.2,1.8069,,0.076,89.71,0.043,0,,0.01,14.843,1.17,1156,5405,4.374,0.21,1.022,0.902,,q1_q17_dr25_stellar,1.11111E+31,387,1,0.415,Mandel and Agol (2002 ApJ 580 171),23.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0018/001865042/kplr001865042-20160209194854_dvr.pdf,/missions/kepler/dv_files/0018/001865042/kplr001865042-01-20160209194854_dvs.pdf,0,0,0,0,0.998
1865864,K04926.01,,CANDIDATE,CANDIDATE,19 23 29.532,+37 21 43.84,135.4461,69.089357,475.1,6.207,,0.051,89.97,0.289,0,,0.019,86.6,1.47,332,4848,4.581,-0.28,0.698,0.679,,q1_q17_dr25_stellar,1.11111E+30,20,1,0.386,Mandel and Agol (2002 ApJ 580 171),8.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0018/001865864/kplr001865864-20160209194854_dvr.pdf,/missions/kepler/dv_files/0018/001865864/kplr001865864-01-20160209194854_dvs.pdf,0,0,0,0,0.523
1868404,K07625.01,,FALSE POSITIVE,FALSE POSITIVE,19 25 56.220,+37 23 50.22,134.83637,6.12601169,40.2,1.733,,0.422,89.02,0.062,0,,0.006,24.7,0.83,1141,5679,4.146,-0.3,1.286,0.844,,q1_q17_dr25_stellar,1.11111E+31,218,1,0.478,Mandel and Agol (2002 ApJ 580 171),7,,,5/10/2017 0:00,/missions/kepler/dv_files/0018/001868404/kplr001868404-20160209194854_dvr.pdf,/missions/kepler/dv_files/0018/001868404/kplr001868404-01-20160209194854_dvs.pdf,1,0,0,0,0.384
1870398,K04927.01,,FALSE POSITIVE,FALSE POSITIVE,19 27 39.734,+37 19 21.28,132.3007,43.142257,283.2,61.73,,1.179,41.66,0.265,0,,0.196,1.579,37.88,706,6198,4.069,0.14,1.769,1.338,,q1_q17_dr25_stellar,1.11111E+31,34,1,0.794,Mandel and Agol (2002 ApJ 580 171),30.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0018/001870398/kplr001870398-20160209194854_dvr.pdf,/missions/kepler/dv_files/0018/001870398/kplr001870398-01-20160209194854_dvs.pdf,1,0,0,0,0
1871056,K01001.01,Kepler-264 b,CANDIDATE,CONFIRMED,19 28 10.709,+37 22 34.46,155.71586,40.8065333,313.9,13.135,,0.016,89.96,0.264,0,,0.016,24.123,3.71,772,6207,3.963,0.24,2.097,1.472,,q1_q17_dr25_stellar,1.11111E+31,34,2,0.808,Mandel and Agol (2002 ApJ 580 171),54.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0018/001871056/kplr001871056-20160209194854_dvr.pdf,/missions/kepler/dv_files/0018/001871056/kplr001871056-01-20160209194854_dvs.pdf,0,0,0,0,0.976
1871056,K01001.02,Kepler-264 c,CANDIDATE,CONFIRMED,19 28 10.709,+37 22 34.46,216.21749,140.10765,266.8,18.503,,0.019,89.98,0.601,0,,0.015,58.7,3.42,511,6207,3.963,0.24,2.097,1.472,,q1_q17_dr25_stellar,1.11111E+31,9,2,0.522,Mandel and Agol (2002 ApJ 580 171),29,,,5/10/2017 0:00,/missions/kepler/dv_files/0018/001871056/kplr001871056-20160209194854_dvr.pdf,/missions/kepler/dv_files/0018/001871056/kplr001871056-02-20160209194854_dvs.pdf,0,0,0,0,0.991
1871483,K06256.01,,CANDIDATE,CANDIDATE,19 28 31.774,+37 23 18.53,136.69826,14.137062,393,2.264,,0.213,89.95,0.101,0,,0.018,47.5,1.37,568,4861,4.574,-0.24,0.709,0.689,,stellar_q1_q17,1.11111E+30,93,1,,Mandel and Agol (2002 ApJ 580 171),7.5,,,9/18/2015 0:00,,,0,0,0,0,
1872821,K02351.01,,CANDIDATE,CANDIDATE,19 29 42.619,+37 19 14.91,134.65748,10.27380957,352.8,3.252,,0.125,89.71,0.092,0,,0.017,24.37,1.68,799,5806,4.528,-0.04,0.899,0.996,,q1_q17_dr25_stellar,1.11111E+31,126,1,0.107,Mandel and Agol (2002 ApJ 580 171),19.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0018/001872821/kplr001872821-20160209194854_dvr.pdf,/missions/kepler/dv_files/0018/001872821/kplr001872821-01-20160209194854_dvs.pdf,0,0,0,0,1
1873513,K04928.01,Kepler-1624 b,CANDIDATE,CONFIRMED,19 30 19.166,+37 22 35.08,131.90944,3.290304098,13552.6,1.7215,,0.09,89.68,0.033,0,,0.105,16.097,4.91,540,3386,4.81,0.48,0.427,0.43,,q1_q17_dr25_stellar,1.111E+18,85,1,0.929,Mandel and Agol (2002 ApJ 580 171),220.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0018/001873513/kplr001873513-20160209194854_dvr.pdf,/missions/kepler/dv_files/0018/001873513/kplr001873513-01-20160209194854_dvs.pdf,0,0,0,0,0.998
